-8,-11,0,10,12,30,0,1,1,1,12,10,2.7,0,0,0,0
40,21,0,10,12,30,0,1,1,1,60,10,2.7,2,0,2,2
-30,5,0,10,12,30,0,1,1,1,10,26,2.7,0,0,0,0
55,-11,0,10,12,30,0,1,1,1,4.5,10,2.7,0,0,0,0
103,1,0,10,12,30,0,0,1,1,33.1,10,2.7,2,2,2,2
88,-20,0,10,12,30,0,1,1,1,18,2,2.7,0,0,0,0
103,-10,3,10,12,30,0,0,1,1,33,10,0.1,2,2,2,2
124,-20,0,10,12,30,0,1,1,1,12,2,2.7,0,0,0,0
109,-21.3,0,10,12,30,0,1,1,1,3,0.7,2.7,0,0,0,0
194,-14,0,10,12,30,0,1,1,1,24,3,2.7,0,0,0,0
226,-8,0,10,12,30,0,1,1,1,8,9,2.7,0,0,0,0
279,4,0,10,12,30,0,1,1,1,12,2,2.7,0,0,0,0
335,-1,0,10,12,30,0,1,1,1,12,2,2.7,0,0,0,0
