167.9,9.75,39.9
167.922,10.0144,39.9
168.074,10.7725,39.9
168.47,11.9239,39.9
169.198,13.3162,39.9
170.307,14.7653,39.9
171.803,16.0791,39.9
173.643,17.0818,39.9
175.743,17.634,39.9
177.982,17.648,39.9
180.217,17.0936,39.9
182.289,15.997,39.9
184.048,14.431,39.9
185.361,12.5002,39.9
186.125,10.3236,39.9
186.28,8.01688,39.9
185.816,5.67808,39.9
184.768,3.37866,39.9
183.217,1.16027,39.9
181.283,-0.96208,39.9
179.11,-2.99209,39.9
176.854,-4.94137,39.9
174.667,-6.81814,39.9
172.684,-8.61786,39.9
171.008,-10.3177,39.9
169.704,-11.8755,39.9
168.789,-13.2344,39.9
168.235,-14.3299,39.9
167.974,-15.1009,39.9
167.903,-15.4995,39.9
167.897,-15.4995,39.9
167.826,-15.1009,39.9
167.565,-14.3299,39.9
167.011,-13.2344,39.9
166.096,-11.8755,39.9
164.792,-10.3177,39.9
163.116,-8.61786,39.9
161.133,-6.81813,39.9
158.946,-4.94137,39.9
156.69,-2.99209,39.9
154.517,-0.96208,39.9
152.583,1.16027,39.9
151.032,3.37867,39.9
149.984,5.67809,39.9
149.52,8.01689,39.9
149.675,10.3236,39.9
150.439,12.5002,39.9
151.752,14.431,39.9
153.511,15.997,39.9
155.583,17.0936,39.9
157.818,17.648,39.9
160.057,17.634,39.9
162.157,17.0818,39.9
163.997,16.0791,39.9
165.493,14.7653,39.9
166.602,13.3162,39.9
167.33,11.9239,39.9
167.726,10.7725,39.9
167.878,10.0144,39.9
