79.4,38.9,35.9
81.4,38.9,35.9
83.4,38.9,35.9
85.4,38.9,35.9
87.4,38.9,35.9
87.4,40.9,35.9
87.4,42.9,35.9
87.4,44.9,35.9
87.4,46.9,35.9
85.4,46.9,35.9
83.4,46.9,35.9
81.4,46.9,35.9
79.4,46.9,35.9
79.4,44.9,35.9
79.4,42.9,35.9
79.4,40.9,35.9
79.4,38.9,43.9
81.4,38.9,43.9
83.4,38.9,43.9
85.4,38.9,43.9
87.4,38.9,43.9
87.4,40.9,43.9
87.4,42.9,43.9
87.4,44.9,43.9
87.4,46.9,43.9
85.4,46.9,43.9
83.4,46.9,43.9
81.4,46.9,43.9
79.4,46.9,43.9
79.4,44.9,43.9
79.4,42.9,43.9
79.4,40.9,43.9
79.4,38.9,35.9
79.4,38.9,37.9
79.4,38.9,39.9
79.4,38.9,41.9
87.4,38.9,35.9
87.4,38.9,37.9
87.4,38.9,39.9
87.4,38.9,41.9
87.4,46.9,35.9
87.4,46.9,37.9
87.4,46.9,39.9
87.4,46.9,41.9
79.4,46.9,35.9
79.4,46.9,37.9
79.4,46.9,39.9
79.4,46.9,41.9
