0,-17,0,10,12,30,0,0,1,1,10,10,2.7,0,2,2,2
20,-11,0,10,12,30,0,0,1,1,10,16,2.7,0,2,2,2
5,29,0,10,12,30,0,0,1,1,15,10,2.7,2,0,2,2
-20,6,0,10,12,30,0,0,1,1,10,33,2.7,2,2,2,2
35,33,0,10,12,30,0,0,1,1,15,6,2.7,2,0,2,2
110,26,0,10,12,30,0,0,1,1,15,13,2.7,2,0,2,2
79,33,0,10,12,30,0,0,1,1,16,6,2.7,2,0,2,2
57,-11,0,10,12,30,0,0,1,1,13,16,2.7,0,2,2,2
99,-18,0,10,12,30,0,0,1,1,13,6,2.7,0,2,2,2
135,-11,0,10,12,30,0,0,1,1,23,13,2.7,0,2,2,2
155,29,0,10,12,30,0,0,1,1,30,10,2.7,2,0,2,2
178,-12,0,10,12,30,0,0,1,1,20,12,2.7,0,2,2,2
